model_id,fold,scenario_id,available_count,available_modalities,drop_modalities,macro_f1,micro_f1,mean_average_precision,brier_score,seed_count
B4,0,mask.101010,3,phone_acc|watch_acc|audio,phone_gyro|location|phone_state,0.493795241867,0.665983977847,0.48901194199,0.140150094136,3
B4,0,mask.101011,4,phone_acc|watch_acc|audio|phone_state,phone_gyro|location,0.529386905953,0.700072108286,0.532863857848,0.129906001552,3
B4,0,mask.101100,3,phone_acc|watch_acc|location,phone_gyro|audio|phone_state,0.510180942984,0.671796459702,0.528705397054,0.138607464586,3
B4,0,mask.101101,4,phone_acc|watch_acc|location|phone_state,phone_gyro|audio,0.546454091932,0.710057633471,0.556645265893,0.125178289178,3
B4,0,mask.101110,4,phone_acc|watch_acc|location|audio,phone_gyro|phone_state,0.539749436499,0.69359473427,0.541106016348,0.12770167977,3
B4,0,mask.101111,5,phone_acc|watch_acc|location|audio|phone_state,phone_gyro,0.559622245103,0.721742797039,0.565244475395,0.120258914668,3
B4,0,mask.110000,2,phone_acc|phone_gyro,watch_acc|location|audio|phone_state,0.366632793872,0.568119183273,0.392926920386,0.178886348468,3
B4,0,mask.110001,3,phone_acc|phone_gyro|phone_state,watch_acc|location|audio,0.468974726164,0.658777530425,0.48215782029,0.152160789116,3
B4,0,mask.110010,3,phone_acc|phone_gyro|audio,watch_acc|location|phone_state,0.429632141958,0.633723569112,0.439192053844,0.15407514365,3
B4,0,mask.110011,4,phone_acc|phone_gyro|audio|phone_state,watch_acc|location,0.497451025806,0.681918990021,0.497727659207,0.139204011928,3
B4,0,mask.110100,3,phone_acc|phone_gyro|location,watch_acc|audio|phone_state,0.450570670576,0.626457130228,0.458021776049,0.156437074866,3
B4,0,mask.110101,4,phone_acc|phone_gyro|location|phone_state,watch_acc|audio,0.512662062891,0.688014523796,0.516263487499,0.136074441759,3
B4,0,mask.110110,4,phone_acc|phone_gyro|location|audio,watch_acc|phone_state,0.487443538682,0.670516007228,0.487930192602,0.138601371789,3
B4,0,mask.110111,5,phone_acc|phone_gyro|location|audio|phone_state,watch_acc,0.531677998425,0.705693183788,0.530898748729,0.127836220268,3
