model_id,scenario_id,drop_modality,noisy_modality,gaussian_sigma,macro_f1,micro_f1,mean_average_precision,brier_score,macro_f1_fold_std,micro_f1_fold_std,mean_average_precision_fold_std,brier_score_fold_std,fold_count,seed_count_per_fold
B4,mixed.drop-location.gaussian-audio.sigma-1,location,audio,1,0.538092904765,0.655650675893,0.551142051111,0.145178793724,0.0362554918387,0.0250576308784,0.0462921001591,0.00787944528922,5,3
B4,mixed.drop-location.gaussian-audio.sigma-2,location,audio,2,0.523851779979,0.64433044392,0.53652081369,0.150107892983,0.0384714695701,0.0254078797398,0.0480021860782,0.00885951061894,5,3
B4,mixed.drop-location.gaussian-phone_acc.sigma-1,location,phone_acc,1,0.563737947471,0.679060429304,0.58050052501,0.136119225149,0.0320055295863,0.0249364172321,0.0424881442353,0.00558857021212,5,3
B4,mixed.drop-location.gaussian-phone_acc.sigma-2,location,phone_acc,2,0.556174084521,0.675462174183,0.573492408883,0.137782196221,0.0330058042079,0.0245254957543,0.0439612949195,0.00577270238934,5,3
B4,mixed.drop-location.gaussian-phone_gyro.sigma-1,location,phone_gyro,1,0.56963244223,0.682276109091,0.584531616339,0.134672260321,0.0324852896472,0.0243979100339,0.0427517400039,0.00500775878261,5,3
B4,mixed.drop-location.gaussian-phone_gyro.sigma-2,location,phone_gyro,2,0.565289032737,0.679264264956,0.580024640929,0.135962861333,0.031777630992,0.0248262992351,0.0443469218393,0.00472102966239,5,3
B4,mixed.drop-location.gaussian-phone_state.sigma-1,location,phone_state,1,0.513405951809,0.640854882469,0.52343411818,0.146748277882,0.0297985718243,0.030337517259,0.0399212573968,0.00643302568464,5,3
B4,mixed.drop-location.gaussian-phone_state.sigma-2,location,phone_state,2,0.48992958839,0.622513346405,0.498748379173,0.152813390236,0.0296460383049,0.0330796093304,0.0397419113037,0.00709795445173,5,3
B4,mixed.drop-location.gaussian-watch_acc.sigma-1,location,watch_acc,1,0.552004538056,0.668460106865,0.565690221781,0.140772438597,0.0314505867594,0.0269257390827,0.0449176547579,0.00665044230407,5,3
B4,mixed.drop-location.gaussian-watch_acc.sigma-2,location,watch_acc,2,0.531749061155,0.657266821881,0.541966966631,0.14580225473,0.0283873100767,0.0292558384787,0.0437720502948,0.00693946845154,5,3
B4,mixed.drop-phone_acc.gaussian-audio.sigma-1,phone_acc,audio,1,0.55381397224,0.660551363223,0.556075418837,0.142071925384,0.0416500601163,0.0222044357686,0.0428374355919,0.00431654289269,5,3
B4,mixed.drop-phone_acc.gaussian-audio.sigma-2,phone_acc,audio,2,0.542222483446,0.649217819916,0.54368525565,0.146752976276,0.0446983855709,0.0212049389719,0.0465139523274,0.00404461986888,5,3
B4,mixed.drop-phone_acc.gaussian-location.sigma-1,phone_acc,location,1,0.569156776474,0.674334482016,0.57435043227,0.136436378949,0.0338087765347,0.0301618540701,0.0365370822108,0.00647756584404,5,3
B4,mixed.drop-phone_acc.gaussian-location.sigma-2,phone_acc,location,2,0.55900649973,0.667881284836,0.563792668206,0.139175535181,0.0361522289998,0.0298495826228,0.040038589008,0.00460399599782,5,3
B4,mixed.drop-phone_acc.gaussian-phone_gyro.sigma-1,phone_acc,phone_gyro,1,0.583876559161,0.689613130943,0.58881309331,0.130586934466,0.0340596887221,0.0263566439122,0.0366156652247,0.00674811734819,5,3
B4,mixed.drop-phone_acc.gaussian-phone_gyro.sigma-2,phone_acc,phone_gyro,2,0.580596567557,0.68685843335,0.584145523417,0.131892195964,0.0342206003415,0.0268331631208,0.0375861296084,0.00717474657727,5,3
B4,mixed.drop-phone_acc.gaussian-phone_state.sigma-1,phone_acc,phone_state,1,0.531563161691,0.645152741888,0.534446810143,0.142982817896,0.0375901416043,0.0240232836286,0.039195650276,0.00601905463669,5,3
B4,mixed.drop-phone_acc.gaussian-phone_state.sigma-2,phone_acc,phone_state,2,0.507369263991,0.625829459856,0.511093941462,0.149356430485,0.0381917568675,0.0247095578229,0.040798531082,0.00636291612288,5,3
B4,mixed.drop-phone_acc.gaussian-watch_acc.sigma-1,phone_acc,watch_acc,1,0.566937364901,0.675100981273,0.571105972126,0.136671107988,0.0347601489014,0.0256672357673,0.0389087288608,0.00628127254235,5,3
B4,mixed.drop-phone_acc.gaussian-watch_acc.sigma-2,phone_acc,watch_acc,2,0.548077989692,0.663423543795,0.549652285862,0.141589429247,0.0357540887102,0.0260183666531,0.0403980028256,0.00603720078976,5,3
B4,mixed.drop-phone_gyro.gaussian-audio.sigma-1,phone_gyro,audio,1,0.56080961037,0.67205389999,0.565760789045,0.137521814354,0.0379916889556,0.0256743630323,0.0387580584046,0.00584678315216,5,3
B4,mixed.drop-phone_gyro.gaussian-audio.sigma-2,phone_gyro,audio,2,0.551418401443,0.66250354869,0.555572342493,0.141264880272,0.040569470272,0.0253481924207,0.041118463363,0.00596516644719,5,3
B4,mixed.drop-phone_gyro.gaussian-location.sigma-1,phone_gyro,location,1,0.572365403652,0.682427376132,0.581704986285,0.13361376369,0.0316751666089,0.0311547267102,0.0339237897225,0.00611232753168,5,3
B4,mixed.drop-phone_gyro.gaussian-location.sigma-2,phone_gyro,location,2,0.562636337283,0.676485224694,0.571690652299,0.136054650823,0.0340467794628,0.0312690094031,0.0381376291032,0.00470919707914,5,3
B4,mixed.drop-phone_gyro.gaussian-phone_acc.sigma-1,phone_gyro,phone_acc,1,0.583836282099,0.694706371096,0.591902281031,0.129139151688,0.0299799564647,0.027077631713,0.0328332989988,0.00679476711846,5,3
B4,mixed.drop-phone_gyro.gaussian-phone_acc.sigma-2,phone_gyro,phone_acc,2,0.57953907927,0.691506886781,0.58684250082,0.130632373484,0.0314049465912,0.0269249986906,0.034114872687,0.00678500104246,5,3
B4,mixed.drop-phone_gyro.gaussian-phone_state.sigma-1,phone_gyro,phone_state,1,0.543605163149,0.657007510131,0.54679284692,0.139250205807,0.0333847468675,0.0290451359073,0.0347954130721,0.00645312540025,5,3
B4,mixed.drop-phone_gyro.gaussian-phone_state.sigma-2,phone_gyro,phone_state,2,0.526001380322,0.640603801398,0.527358389091,0.144607408693,0.0343919461097,0.0298100519137,0.0379268898603,0.00658585720966,5,3
B4,mixed.drop-phone_gyro.gaussian-watch_acc.sigma-1,phone_gyro,watch_acc,1,0.571514856231,0.68459201618,0.577581246981,0.133353215973,0.032673655999,0.0268148029391,0.0365643586073,0.00636483522959,5,3
B4,mixed.drop-phone_gyro.gaussian-watch_acc.sigma-2,phone_gyro,watch_acc,2,0.554279335374,0.674098888586,0.555763632933,0.137795027313,0.0312460019259,0.0275116278371,0.0368478871048,0.00636901023504,5,3
B4,mixed.drop-phone_state.gaussian-audio.sigma-1,phone_state,audio,1,0.515126890105,0.616654768607,0.52083390903,0.154338627586,0.0375571847979,0.0292251368584,0.0436123634997,0.00778823133517,5,3
B4,mixed.drop-phone_state.gaussian-audio.sigma-2,phone_state,audio,2,0.49812962629,0.60082352225,0.502820330585,0.16102237845,0.0384504198493,0.0293574538107,0.0448439102394,0.00782867824223,5,3
B4,mixed.drop-phone_state.gaussian-location.sigma-1,phone_state,location,1,0.542755378275,0.643255566427,0.54766992137,0.143553347569,0.0294432195121,0.0337304952984,0.032937781613,0.00865287038565,5,3
B4,mixed.drop-phone_state.gaussian-location.sigma-2,phone_state,location,2,0.531296013768,0.635964280338,0.533904512663,0.146707327023,0.0308176471896,0.0357064428871,0.0362460330866,0.00831811946736,5,3
B4,mixed.drop-phone_state.gaussian-phone_acc.sigma-1,phone_state,phone_acc,1,0.555657379844,0.657629792437,0.563809213087,0.137322335875,0.0326172060271,0.0262926431713,0.0357675797229,0.00670880103816,5,3
B4,mixed.drop-phone_state.gaussian-phone_acc.sigma-2,phone_state,phone_acc,2,0.549566868561,0.653098463258,0.556544092834,0.139395020258,0.033789912016,0.0255852855402,0.0372381308187,0.00664091845659,5,3
B4,mixed.drop-phone_state.gaussian-phone_gyro.sigma-1,phone_state,phone_gyro,1,0.559971487407,0.661295000025,0.56718283297,0.135889344441,0.0316692751134,0.0257433599155,0.0354070019545,0.00645294259006,5,3
B4,mixed.drop-phone_state.gaussian-phone_gyro.sigma-2,phone_state,phone_gyro,2,0.556100738607,0.657992803315,0.562575737998,0.13757743951,0.0315629652444,0.0255993516637,0.0362458688353,0.00640288368075,5,3
B4,mixed.drop-phone_state.gaussian-watch_acc.sigma-1,phone_state,watch_acc,1,0.534718799202,0.637197692913,0.540558284712,0.146286088529,0.0329790957429,0.0257036941513,0.0369488196677,0.00694041803634,5,3
B4,mixed.drop-phone_state.gaussian-watch_acc.sigma-2,phone_state,watch_acc,2,0.513055440348,0.622652824967,0.51461309956,0.152786753153,0.0318341030954,0.0267895736228,0.0384769759486,0.00702861427971,5,3
B4,mixed.drop-watch_acc.gaussian-audio.sigma-1,watch_acc,audio,1,0.520409571624,0.650103241011,0.519449766518,0.148414717168,0.0362882837705,0.0310945648111,0.041174009064,0.00801841599248,5,3
B4,mixed.drop-watch_acc.gaussian-audio.sigma-2,watch_acc,audio,2,0.506579557229,0.637787096306,0.503998238393,0.153220175439,0.0373012997592,0.0304724715087,0.0433321428083,0.00825017703089,5,3
B4,mixed.drop-watch_acc.gaussian-location.sigma-1,watch_acc,location,1,0.539521894166,0.663006419826,0.545543777604,0.143661371169,0.0303422083974,0.0378467238771,0.0342810511416,0.00831891400514,5,3
B4,mixed.drop-watch_acc.gaussian-location.sigma-2,watch_acc,location,2,0.527140484555,0.65605263762,0.533835309806,0.146818815348,0.0311236223893,0.038686781287,0.0363621459791,0.0072272762424,5,3
B4,mixed.drop-watch_acc.gaussian-phone_acc.sigma-1,watch_acc,phone_acc,1,0.550849858339,0.675119702447,0.555625513652,0.138881940689,0.0315782610997,0.0329366034576,0.0345258228925,0.00871530113205,5,3
B4,mixed.drop-watch_acc.gaussian-phone_acc.sigma-2,watch_acc,phone_acc,2,0.544888075849,0.670738538419,0.549705812427,0.140845110756,0.0328170239698,0.0331378125032,0.035695390324,0.00867800499351,5,3
B4,mixed.drop-watch_acc.gaussian-phone_gyro.sigma-1,watch_acc,phone_gyro,1,0.554555166349,0.679420270075,0.558488112346,0.137153775313,0.0329177529699,0.0319219263036,0.0361536347589,0.0082273004559,5,3
B4,mixed.drop-watch_acc.gaussian-phone_gyro.sigma-2,watch_acc,phone_gyro,2,0.550179199943,0.676375552745,0.552653753265,0.138545516101,0.0313245623963,0.0321629710221,0.0365911892662,0.00817196655612,5,3
B4,mixed.drop-watch_acc.gaussian-phone_state.sigma-1,watch_acc,phone_state,1,0.494003072958,0.628390418557,0.493758151896,0.152378719186,0.0253655560953,0.0352317528447,0.0339552581053,0.00808302645284,5,3
B4,mixed.drop-watch_acc.gaussian-phone_state.sigma-2,watch_acc,phone_state,2,0.470340715186,0.60740493,0.467800273392,0.159601212775,0.0261953799113,0.0357631016332,0.0376445357518,0.00829997111623,5,3
B5,mixed.drop-audio.gaussian-location.sigma-1,audio,location,1,0.57509965727,0.66688835172,0.576697908987,0.142937955915,0.0303823636648,0.0309217518331,0.0289725366896,0.00726620398048,5,3
B5,mixed.drop-audio.gaussian-location.sigma-2,audio,location,2,0.564876241632,0.660620788027,0.56514019116,0.145642193095,0.0318937778933,0.0308283091816,0.0329188741146,0.00664454856882,5,3
B5,mixed.drop-audio.gaussian-phone_acc.sigma-1,audio,phone_acc,1,0.584116430989,0.678587622942,0.585335083886,0.138654446931,0.0326461777092,0.0299053101408,0.0312546798837,0.00884928100882,5,3
B5,mixed.drop-audio.gaussian-phone_acc.sigma-2,audio,phone_acc,2,0.579908606434,0.676507071525,0.580179184892,0.1397596287,0.0323437921669,0.0294072743752,0.0317566380232,0.00841368363145,5,3
B5,mixed.drop-audio.gaussian-phone_gyro.sigma-1,audio,phone_gyro,1,0.586171362694,0.680238899093,0.587999136775,0.137801333695,0.0334613608984,0.0308399753614,0.030920042767,0.00901560301918,5,3
B5,mixed.drop-audio.gaussian-phone_gyro.sigma-2,audio,phone_gyro,2,0.582652117389,0.678224834191,0.583994002949,0.13862558425,0.0334440380487,0.0318726042819,0.0320921229783,0.00914145626997,5,3
B5,mixed.drop-audio.gaussian-phone_state.sigma-1,audio,phone_state,1,0.544124975382,0.631932678708,0.543366565382,0.154269101869,0.0330774010032,0.0330170813393,0.0381760686403,0.00910346068299,5,3
B5,mixed.drop-audio.gaussian-phone_state.sigma-2,audio,phone_state,2,0.523758994004,0.611386169037,0.521221285167,0.161948369169,0.0318620687466,0.033840784681,0.0401889449001,0.00870947159941,5,3
B5,mixed.drop-audio.gaussian-watch_acc.sigma-1,audio,watch_acc,1,0.570660046288,0.66648917512,0.572337379398,0.143503354659,0.0356739819574,0.0275386105772,0.036945104275,0.00961201653551,5,3
B5,mixed.drop-audio.gaussian-watch_acc.sigma-2,audio,watch_acc,2,0.553346721059,0.655235029446,0.552118875146,0.14825127938,0.0355435871119,0.0266893184808,0.0397263013623,0.00942487416659,5,3
B5,mixed.drop-location.gaussian-audio.sigma-1,location,audio,1,0.556498792494,0.667357235462,0.566141910462,0.13988482772,0.0289884908725,0.0282558372626,0.0418797616743,0.00491836433636,5,3
B5,mixed.drop-location.gaussian-audio.sigma-2,location,audio,2,0.545914844759,0.658060809219,0.553522794249,0.143774764713,0.029601159355,0.0290157964579,0.0418196262152,0.00569486611756,5,3
B5,mixed.drop-location.gaussian-phone_acc.sigma-1,location,phone_acc,1,0.58265197398,0.689587941362,0.595632367112,0.131486848882,0.0224970928574,0.0282184429849,0.0397236562116,0.00380775049561,5,3
B5,mixed.drop-location.gaussian-phone_acc.sigma-2,location,phone_acc,2,0.577307730388,0.687519307328,0.589702649353,0.132527957337,0.0229873001105,0.028486612551,0.0396397184856,0.0036202645431,5,3
B5,mixed.drop-location.gaussian-phone_gyro.sigma-1,location,phone_gyro,1,0.583869868984,0.690825577188,0.598355744427,0.130808911368,0.0235986867365,0.0289991652558,0.0404882030582,0.00392416861281,5,3
B5,mixed.drop-location.gaussian-phone_gyro.sigma-2,location,phone_gyro,2,0.580491501302,0.688281451087,0.593374634611,0.131839664512,0.023458654668,0.0306290015927,0.0413362276785,0.00401159326273,5,3
B5,mixed.drop-location.gaussian-phone_state.sigma-1,location,phone_state,1,0.544855042306,0.655772373895,0.55625384234,0.142306728442,0.0228810452756,0.0273303570565,0.0387287188782,0.00314907313987,5,3
B5,mixed.drop-location.gaussian-phone_state.sigma-2,location,phone_state,2,0.52626438153,0.639763842815,0.53814632449,0.147862676879,0.0232837018852,0.0275689910229,0.038640872283,0.00338803853845,5,3
B5,mixed.drop-location.gaussian-watch_acc.sigma-1,location,watch_acc,1,0.569324902847,0.679798752889,0.58292760892,0.135431769754,0.0243979367413,0.0274616252825,0.0425268776517,0.00476987453008,5,3
B5,mixed.drop-location.gaussian-watch_acc.sigma-2,location,watch_acc,2,0.54992200904,0.6693099675,0.561425866613,0.139720937361,0.0226245508493,0.0294196672203,0.0418848386524,0.0051196447674,5,3
B5,mixed.drop-phone_acc.gaussian-audio.sigma-1,phone_acc,audio,1,0.572042872706,0.677479214731,0.571043873368,0.1360051597,0.0335283328448,0.029269539025,0.035338999284,0.00644075136661,5,3
B5,mixed.drop-phone_acc.gaussian-audio.sigma-2,phone_acc,audio,2,0.563908002902,0.669091330735,0.560607575101,0.139416410236,0.0353658747037,0.0291747494262,0.0377812948559,0.00622578863666,5,3
B5,mixed.drop-phone_acc.gaussian-location.sigma-1,phone_acc,location,1,0.585695579799,0.688682778301,0.590002133328,0.131356794416,0.0249266693763,0.0330696955739,0.0303735564285,0.00678082320982,5,3
B5,mixed.drop-phone_acc.gaussian-location.sigma-2,phone_acc,location,2,0.57681962533,0.683332107444,0.581854880393,0.133680234308,0.0276731645916,0.0319925636442,0.0352947797305,0.00490275505079,5,3
B5,mixed.drop-phone_acc.gaussian-phone_gyro.sigma-1,phone_acc,phone_gyro,1,0.597336742747,0.701418897832,0.59953050474,0.126913351865,0.0246339179459,0.0315391544129,0.0289289284908,0.00793760461562,5,3
B5,mixed.drop-phone_acc.gaussian-phone_gyro.sigma-2,phone_acc,phone_gyro,2,0.593452454408,0.698877861026,0.594892121278,0.127915674766,0.0249488237307,0.0322853472586,0.0300394708176,0.00824344512102,5,3
B5,mixed.drop-phone_acc.gaussian-phone_state.sigma-1,phone_acc,phone_state,1,0.565810285534,0.668466647478,0.566016672352,0.136703734655,0.0278595215548,0.0309895526901,0.0313563138653,0.0051951473659,5,3
B5,mixed.drop-phone_acc.gaussian-phone_state.sigma-2,phone_acc,phone_state,2,0.548883284024,0.653114913868,0.549846758706,0.141800115586,0.0293298255401,0.0306646736835,0.0343321271989,0.00409485992625,5,3
B5,mixed.drop-phone_acc.gaussian-watch_acc.sigma-1,phone_acc,watch_acc,1,0.583918833154,0.690619044455,0.585600551897,0.131226178182,0.0260200681286,0.0295071142538,0.0308801446456,0.00764858918568,5,3
B5,mixed.drop-phone_acc.gaussian-watch_acc.sigma-2,phone_acc,watch_acc,2,0.565431548788,0.679749636015,0.566273036895,0.13549126139,0.027881523659,0.0299567791878,0.0324613280287,0.00762792466591,5,3
B5,mixed.drop-phone_gyro.gaussian-audio.sigma-1,phone_gyro,audio,1,0.574394936321,0.677857448788,0.576935731364,0.136312744059,0.0351982257766,0.0299489295535,0.0340878654474,0.00851804329152,5,3
B5,mixed.drop-phone_gyro.gaussian-audio.sigma-2,phone_gyro,audio,2,0.56754114666,0.670679249552,0.567785091003,0.139199912013,0.0375281323612,0.0304556974006,0.0367731590016,0.00870560880714,5,3
B5,mixed.drop-phone_gyro.gaussian-location.sigma-1,phone_gyro,location,1,0.588444227558,0.688966604284,0.594849582453,0.131914376889,0.02532430564,0.03284181163,0.0306286443898,0.00745044896427,5,3
B5,mixed.drop-phone_gyro.gaussian-location.sigma-2,phone_gyro,location,2,0.579676152289,0.684078936712,0.586211646348,0.133942018811,0.0292426133796,0.0318730845844,0.0368450355285,0.00598659900247,5,3
B5,mixed.drop-phone_gyro.gaussian-phone_acc.sigma-1,phone_gyro,phone_acc,1,0.596442653575,0.699194261835,0.601606396581,0.128467656931,0.0253055442736,0.0314146603949,0.0276522360448,0.00900387891931,5,3
B5,mixed.drop-phone_gyro.gaussian-phone_acc.sigma-2,phone_gyro,phone_acc,2,0.592865235962,0.697284697259,0.596336087541,0.129428585026,0.0259612884879,0.0306045086958,0.0283385389693,0.0089431954607,5,3
B5,mixed.drop-phone_gyro.gaussian-phone_state.sigma-1,phone_gyro,phone_state,1,0.56936832918,0.667873316711,0.5728950845,0.137661255507,0.0286078395789,0.0312031744552,0.0295258610174,0.00709886082936,5,3
B5,mixed.drop-phone_gyro.gaussian-phone_state.sigma-2,phone_gyro,phone_state,2,0.555549813324,0.653769322133,0.55840932495,0.142379475772,0.0285155873457,0.0306892567414,0.0327210812495,0.00655862610725,5,3
B5,mixed.drop-phone_gyro.gaussian-watch_acc.sigma-1,phone_gyro,watch_acc,1,0.584680954507,0.689945033576,0.589214810629,0.132104684837,0.0279212322848,0.0286560524487,0.0311712772516,0.00857209972156,5,3
B5,mixed.drop-phone_gyro.gaussian-watch_acc.sigma-2,phone_gyro,watch_acc,2,0.568484635409,0.680199454571,0.569857067585,0.135926129551,0.0258761053137,0.0292252560838,0.0313554262253,0.00872626222814,5,3
B5,mixed.drop-phone_state.gaussian-audio.sigma-1,phone_state,audio,1,0.53661285865,0.626109461235,0.535296969632,0.155880808934,0.0312948775716,0.0323982438864,0.040405719893,0.0075505350182,5,3
B5,mixed.drop-phone_state.gaussian-audio.sigma-2,phone_state,audio,2,0.522802707406,0.612122830528,0.519666316895,0.161823689095,0.0309955659676,0.0341277860967,0.041802666687,0.00806353524129,5,3
B5,mixed.drop-phone_state.gaussian-location.sigma-1,phone_state,location,1,0.565236263377,0.654458920319,0.566273300821,0.144737826616,0.0278905423432,0.0307939574331,0.0323107138081,0.00532714656341,5,3
B5,mixed.drop-phone_state.gaussian-location.sigma-2,phone_state,location,2,0.555186915689,0.647978225889,0.554829301228,0.147744663765,0.0287066275413,0.0303257947011,0.0354946715796,0.00451495200814,5,3
B5,mixed.drop-phone_state.gaussian-phone_acc.sigma-1,phone_state,phone_acc,1,0.574119829341,0.665260231217,0.575842154336,0.14059618066,0.0292444490907,0.0284319310665,0.0320656920071,0.00536829705224,5,3
B5,mixed.drop-phone_state.gaussian-phone_acc.sigma-2,phone_state,phone_acc,2,0.568551353466,0.662182245124,0.570076674025,0.142066165575,0.0282502694009,0.0280226620438,0.0325404263212,0.00461838520411,5,3
B5,mixed.drop-phone_state.gaussian-phone_gyro.sigma-1,phone_state,phone_gyro,1,0.577266282431,0.668375787503,0.579817401806,0.139299578849,0.0312855723163,0.0294476237675,0.0324509851314,0.00595462718077,5,3
B5,mixed.drop-phone_state.gaussian-phone_gyro.sigma-2,phone_state,phone_gyro,2,0.573931367254,0.665626705734,0.575477810252,0.140542923142,0.030680539905,0.0305248365001,0.0327764317078,0.0062656771781,5,3
B5,mixed.drop-phone_state.gaussian-watch_acc.sigma-1,phone_state,watch_acc,1,0.555675286165,0.647057457305,0.559961602883,0.147694990111,0.0294708961831,0.0248499729289,0.0342367735192,0.00590439267075,5,3
B5,mixed.drop-phone_state.gaussian-watch_acc.sigma-2,phone_state,watch_acc,2,0.535542838895,0.632579856754,0.537089961964,0.153899531377,0.0271389953573,0.0245685309072,0.0351472053377,0.00598935793223,5,3
B5,mixed.drop-watch_acc.gaussian-audio.sigma-1,watch_acc,audio,1,0.537760592471,0.657755554393,0.537328772392,0.146923296405,0.029721537832,0.0334010622878,0.0314446065085,0.00937972517242,5,3
B5,mixed.drop-watch_acc.gaussian-audio.sigma-2,watch_acc,audio,2,0.527639657052,0.647660425347,0.524315578551,0.150808638252,0.0294615531972,0.0336961394595,0.0328107673003,0.00949566196176,5,3
B5,mixed.drop-watch_acc.gaussian-location.sigma-1,watch_acc,location,1,0.557954318292,0.671995425982,0.563161263469,0.141023589431,0.023031090976,0.0381502982222,0.0272872494678,0.00921461006338,5,3
B5,mixed.drop-watch_acc.gaussian-location.sigma-2,watch_acc,location,2,0.546620890206,0.666147262572,0.552825502839,0.143461544898,0.0244277835272,0.0381161894152,0.0311588054643,0.00789505326169,5,3
B5,mixed.drop-watch_acc.gaussian-phone_acc.sigma-1,watch_acc,phone_acc,1,0.567624351675,0.682821783994,0.570285656616,0.136969515768,0.023073863859,0.0349635985027,0.023999062046,0.0102771306236,5,3
B5,mixed.drop-watch_acc.gaussian-phone_acc.sigma-2,watch_acc,phone_acc,2,0.562951612026,0.680459925346,0.564643295811,0.138136108481,0.023887805056,0.0348033647401,0.0251070285273,0.0101772575536,5,3
B5,mixed.drop-watch_acc.gaussian-phone_gyro.sigma-1,watch_acc,phone_gyro,1,0.568537598682,0.684428925579,0.572324023319,0.136340998097,0.0223476584637,0.0349321637441,0.0249114297048,0.00988591786863,5,3
B5,mixed.drop-watch_acc.gaussian-phone_gyro.sigma-2,watch_acc,phone_gyro,2,0.564306008156,0.681886812375,0.566816822448,0.137377880406,0.021860480094,0.0352554914878,0.0247815884736,0.00999763620271,5,3
B5,mixed.drop-watch_acc.gaussian-phone_state.sigma-1,watch_acc,phone_state,1,0.526264466603,0.641735271591,0.529745181744,0.150224397489,0.0183864374832,0.0322331931529,0.0238679928616,0.00705107423241,5,3
B5,mixed.drop-watch_acc.gaussian-phone_state.sigma-2,watch_acc,phone_state,2,0.507093420764,0.623551034581,0.50959479844,0.156544865429,0.0205668272203,0.0303080031551,0.0273742147243,0.00605584441859,5,3
P,mixed.drop-audio.gaussian-location.sigma-1,audio,location,1,0.572653162703,0.666930671528,0.574817747139,0.142414431017,0.0324600635402,0.0328432459382,0.0316191313751,0.00836047756546,5,3
P,mixed.drop-audio.gaussian-location.sigma-2,audio,location,2,0.56168406526,0.659496772571,0.563489753764,0.14513520969,0.0350688853879,0.0341323099077,0.0351829402853,0.00852446165787,5,3
P,mixed.drop-audio.gaussian-phone_acc.sigma-1,audio,phone_acc,1,0.582188609385,0.677585815925,0.583923622682,0.138903943728,0.0335591179154,0.0328372768763,0.0332122681111,0.00976367519234,5,3
P,mixed.drop-audio.gaussian-phone_acc.sigma-2,audio,phone_acc,2,0.577956308527,0.675176973948,0.579046273488,0.140116308825,0.0331652542107,0.0327968735423,0.033666891729,0.00939836037714,5,3
P,mixed.drop-audio.gaussian-phone_gyro.sigma-1,audio,phone_gyro,1,0.584034721695,0.679727702799,0.587203579425,0.1375397887,0.0346631368538,0.0321028362165,0.0341125758403,0.00930532464197,5,3
P,mixed.drop-audio.gaussian-phone_gyro.sigma-2,audio,phone_gyro,2,0.581213502887,0.677716106759,0.583562238844,0.138390944671,0.0341156820955,0.0322465100151,0.0345416080591,0.00914470724311,5,3
P,mixed.drop-audio.gaussian-phone_state.sigma-1,audio,phone_state,1,0.546724675503,0.634715629089,0.54740187676,0.152453139876,0.0307744865066,0.036602755942,0.0347084548179,0.00863860238795,5,3
P,mixed.drop-audio.gaussian-phone_state.sigma-2,audio,phone_state,2,0.531591782465,0.618758291125,0.532354234468,0.158254435685,0.0282390092897,0.038966398624,0.0337030950916,0.00809447683134,5,3
P,mixed.drop-audio.gaussian-watch_acc.sigma-1,audio,watch_acc,1,0.567001418664,0.663564640464,0.569624497027,0.144451827494,0.0394545271507,0.0322849908682,0.0412272757771,0.0109560689717,5,3
P,mixed.drop-audio.gaussian-watch_acc.sigma-2,audio,watch_acc,2,0.548530358574,0.651310312833,0.549727521637,0.149632076784,0.04059076203,0.0315165233071,0.0444970258306,0.0107983475395,5,3
